"[24, 13.52960691]","[24, 13.842752106999999]","[24, 13.518230134]","[24, 13.655778524]","[24, 13.479239575000001]","[24, 13.672424496000001]","[24, 13.72457811]","[24, 13.732368807]","[24, 13.705376594]","[24, 13.785725577]","[24, 13.75814241]","[24, 13.673310320999999]","[24, 13.941783512]","[24, 13.870956386]","[24, 13.504640865]","[16, 5.837791993]"
"[25, 13.532176025]","[27, 13.289140503]","[26, 13.346008624]","[24, 11.897828784]","[25, 12.225341725000002]","[25, 12.521397325]","[23, 12.648619655]","[23, 12.446054906]","[25, 13.532176025]","[23, 12.480962005999999]","[21, 11.371183782]","[23, 12.325692869999997]","[19, 9.4320807]","[21, 11.699650473]","[24, 12.768951888]","[23, 11.848107438]","[24, 12.300862488]"
"[2, 0.0015016040000000001]","[2, 0.001525706]","[2, 0.001459213]","[2, 0.0012588260000000002]","[1, 6.2347e-05]","[1, 5.0125e-05]","[1, 4.3159000000000005e-05]","[1, 3.8900000000000004e-05]","[1, 5.0469e-05]","[1, 5.6088e-05]","[1, 5.3004e-05]","[1, 4.5697e-05]","[1, 5.1489e-05]","[1, 5.5348999999999995e-05]","[1, 4.4276999999999996e-05]","[1, 3.7395e-05]"
"[5, 0.00404055]"
"[4, 0.0029038840000000002]"
"[4, 0.00014153199999999999]","[1, 5.283e-06]","[1, 4.540002728]"
"[5, 0.000283195]"
"[17, 0.356722849]","[17, 0.34850479399999995]","[17, 0.35339431699999996]","[17, 0.35499243599999997]","[17, 0.353505395]","[17, 0.353211244]","[17, 0.345820783]","[17, 0.352020411]","[17, 0.350527573]","[17, 0.353705281]","[17, 0.36965371199999997]","[18, 0.390825612]","[17, 0.34873893499999997]","[17, 0.339643289]","[16, 0.323069936]","[17, 0.349875487]"
"[253, 4.622980956]"
